index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
127,1782579599866,1452,922,18
128,1782579601066,1324,962,17
129,1782579601965,1248,962,16
130,1782579602298,1252,958,16
131,1782579603531,1183,969,15
132,1782579604396,1160,965,15
133,1782579605695,1181,973,15
134,1782579606178,1291,959,16
135,1782579606528,1364,943,17
136,1782579607761,1718,865,20
137,1782579608176,1757,757,18
138,1782579608610,1813,584,14
139,1782579609009,1840,616,15
140,1782579609941,1919,597,15
141,1782579610291,1927,544,14
142,1782579612007,2125,345,9
143,1782579612972,2164,542,15
144,1782579614271,2298,681,21
145,1782579614837,2362,703,22
146,1782579615254,2383,691,22
147,1782579616103,2422,687,22
148,1782579616953,2437,657,21
149,1782579619134,2364,715,22
150,1782579619517,2330,703,22
151,1782579622198,1929,667,17
152,1782579623081,1953,688,18
153,1782579623580,1950,691,18
154,1782579623914,1961,695,18
155,1782579624746,1984,523,14
156,1782579625129,1975,514,13
157,1782579625312,1970,517,13
158,1782579626178,1979,579,15
159,1782579626594,1973,608,16
160,1782579627477,2128,613,17
161,1782579627777,2165,527,14
162,1782579628310,2182,403,11
163,1782579629925,2204,675,20
164,1782579630192,2299,713,22
165,1782579630757,2359,788,25
166,1782579631174,2331,690,21
167,1782579632056,0,0,0
168,1782579632406,0,0,0
169,1782579632773,0,0,0
170,1782579633272,91,9,0
171,1782579634155,1917,65525,0
172,1782579635336,0,0,0
173,1782579636302,0,0,0
174,1782579636702,0,0,0
175,1782579638717,1189,65514,0
176,1782579641148,1240,65524,0
177,1782579641548,738,278,2
178,1782579643281,12,346,0
179,1782579643664,16,336,0
180,1782579644496,0,0,0
181,1782579645363,0,0,0
182,1782579645762,0,0,0
183,1782579648359,0,0,0
184,1782579648676,0,0,0
185,1782579649059,0,0,0
186,1782579649808,0,0,0
187,1782579650124,0,0,0
188,1782579651690,0,0,0
189,1782579652772,7,0,0
190,1782579653155,4,65534,0
191,1782579654388,520,0,0
192,1782579655238,364,557,2
193,1782579656169,22,791,0
194,1782579656519,0,0,0
195,1782579656902,0,0,0
196,1782579658284,0,0,0
197,1782579658717,0,0,0
198,1782579659550,1,2,0
199,1782579660399,1867,7,0
200,1782579660865,168,3,0
201,1782579662881,233,900,2
202,1782579663280,321,920,3
203,1782579665312,963,916,12
204,1782579666261,1277,902,15
205,1782579666527,1347,849,15
206,1782579667110,1460,804,15
207,1782579667526,1540,792,16
208,1782579668409,1748,789,18
209,1782579669125,1801,767,18
210,1782579669258,1844,821,20
211,1782579670575,2013,753,20
212,1782579671773,2095,809,23
213,1782579672622,2193,761,22
214,1782579673056,2218,742,22
215,1782579673954,2296,720,22
216,1782579674087,2317,701,21
217,1782579674455,2342,690,22
218,1782579675920,2465,725,24
219,1782579677018,2339,712,22
220,1782579677418,2294,749,23
221,1782579677751,2208,778,23
222,1782579679749,2183,964,28
223,1782579680116,2238,923,28
224,1782579682147,2209,913,27
225,1782579684579,2514,920,31
226,1782579686711,2682,932,34
227,1782579687110,2713,943,34
228,1782579687943,2824,957,36
229,1782579689109,2811,891,34
230,1782579689524,2803,928,35
231,1782579690374,2745,935,34
232,1782579690707,2744,954,35
233,1782579691257,2675,896,32
234,1782579691623,2654,923,33
235,1782579692505,2572,845,29
236,1782579692955,2480,607,20
237,1782579693238,2401,716,23
238,1782579693739,2314,890,28
239,1782579694653,2277,960,125
240,1782579694987,2280,945,29
241,1782579695819,2309,902,28
242,1782579697469,2221,578,17
243,1782579698284,2238,364,11
244,1782579699167,2162,357,10
245,1782579699550,2132,391,11
246,1782579699900,2110,417,12
247,1782579700649,2183,534,15
248,1782579700981,2234,563,17
249,1782579702181,0,0,0
250,1782579702581,0,0,0
251,1782579702947,0,0,0
252,1782579702998,327,48,0
253,1782579703363,180,24,0
254,1782579703713,107,12,0
255,1782579704829,895,167,2
256,1782579705195,554,302,2
257,1782579706077,91,47,0
258,1782579707377,370,3,0
259,1782579707793,1104,27,0
260,1782579709491,348,582,2
261,1782579710190,0,0,0
262,1782579710241,0,0,0
263,1782579710623,0,0,0
264,1782579710957,0,0,0
265,1782579711873,0,0,0
266,1782579712256,0,0,0
267,1782579712705,0,0,0
268,1782579714088,0,0,0
269,1782579715886,0,0,0
270,1782579717135,0,0,0
271,1782579717384,0,0,0
272,1782579717967,0,0,0
273,1782579718917,0,0,0
274,1782579719233,0,0,0
275,1782579719649,0,0,0
276,1782579719882,0,0,0
277,1782579720098,0,0,0
278,1782579720498,0,0,0
279,1782579721398,0,0,0
280,1782579721781,0,0,0
281,1782579783147,0,0,0
282,1782579783230,0,0,0
283,1782579783814,0,0,0
284,1782579784448,0,0,0
285,1782579785162,0,0,0
286,1782579786793,0,0,0
287,1782579789659,0,0,0
288,1782579790206,0,0,0
289,1782579792288,0,0,0
290,1782579795353,0,0,0
291,1782579795686,0,0,0
292,1782579797718,0,0,0
293,1782579797900,0,0,0
294,1782579798184,0,0,0
295,1782579798467,0,0,0
296,1782579798767,0,0,0
297,1782579799116,0,0,0
298,1782579799349,0,0,0
299,1782579799715,0,0,0
300,1782579800031,0,0,0
301,1782579800115,0,0,0
302,1782579800982,0,0,0
303,1782579801231,0,0,0
304,1782579801598,0,0,0
305,1782579801864,0,0,0
306,1782579802164,0,0,0
307,1782579805212,0,0,0
308,1782579805511,0,0,0
309,1782579805827,0,0,0
310,1782579806094,0,0,0
311,1782579806377,0,0,0
312,1782579806694,0,0,0
313,1782579806894,0,0,0
314,1782579807092,0,0,0
315,1782579809940,0,0,0
316,1782579810057,0,0,0
317,1782579810340,0,0,0
318,1782579810640,0,0,0
319,1782579810923,0,0,0
320,1782579811240,0,0,0
321,1782579811557,0,0,0
322,1782579811823,0,0,0
323,1782579814902,0,0,0
324,1782579815103,0,0,0
325,1782579815436,0,0,0
326,1782579815670,0,0,0
327,1782579816003,0,0,0
328,1782579816202,0,0,0
329,1782579816568,0,0,0
